employee_id,first_name,last_name,ssn,email,department_id,hire_date,salary,is_active
332,Keith,Hall,305-43-5283,patricia38@example.org,3,2021-07-09,46541,True
333,Brian,Harrington,675-93-6497,noblejacqueline@example.com,1,2021-12-13,61137,True
334,Julie,Perry,368-05-2599,francisjames@example.com,2,2022-01-28,49842,True
335,Daniel,Moore,598-99-7314,gonzalezjade@example.org,3,2024-08-08,74626,True
336,Kimberly,Gill,590-87-2452,danielclark@example.com,3,2022-07-10,57794,True
337,Sherri,Jones,200-61-7415,manntina@example.org,2,2022-09-09,47617,True
338,Benjamin,Tyler,660-39-6662,pjohnson@example.org,4,2023-08-08,55179,True
339,Teresa,Mitchell,112-48-2919,natalie75@example.com,5,2025-09-02,66193,True
340,Walter,Gordon,630-92-9390,michaelstephenson@example.com,3,2024-09-18,51544,True
341,Kelly,Cooley,616-95-6007,williamhaas@example.net,5,2025-05-16,47666,True
342,Alison,Garcia,141-58-2556,pruiz@example.com,5,2024-08-25,63655,True
343,Amy,Wright,353-43-7583,jocelyn70@example.net,1,2025-01-15,63674,True
344,Angela,Lee,395-30-3579,weavercarrie@example.net,5,2025-05-28,52395,True
345,Jessica,Hartman,095-73-6710,kellychristine@example.net,3,2025-09-21,52934,True
346,Sara,Johnson,078-91-8504,mark60@example.net,1,2024-12-30,63480,True
347,Maria,Smith,608-88-1201,lindsey32@example.com,2,2023-05-24,38278,True
348,Sean,Willis,858-36-2344,jacquelinehill@example.com,3,2022-03-17,38888,True
349,Justin,Perry,828-34-5219,hansonmichael@example.com,1,2022-02-07,49223,True
350,Kimberly,Brown,186-05-0264,leteresa@example.net,1,2021-12-16,56798,True
351,Madison,Miller,750-89-6175,aliciabryant@example.com,5,2022-10-15,64663,True
352,Jacqueline,George,738-14-2515,fray@example.org,2,2025-08-24,82130,True
353,Pam,Medina,777-05-8031,melissamartinez@example.com,3,2024-08-28,72864,True
354,Krystal,Johnson,852-94-1119,ronaldbrandt@example.net,3,2024-03-23,57600,True
355,Adriana,Norris,272-18-1772,john98@example.org,5,2023-01-25,59714,True
356,Ashley,Dodson,361-57-6795,lauren70@example.com,2,2024-02-13,44962,True
357,Pedro,Carlson,696-47-8309,alejandroreynolds@example.org,3,2021-10-01,59722,True
358,Wendy,Lam,773-43-4332,gainesjames@example.org,2,2024-06-25,55670,True
359,Denise,Pena,292-67-8168,palmersamuel@example.com,3,2025-10-15,64840,True
360,Michelle,Shaw,003-09-8382,ralexander@example.com,5,2023-10-20,47591,True
361,Trevor,Buck,616-41-6793,susan06@example.org,4,2022-11-02,67790,True
362,Rita,Williams,374-72-8494,trevor58@example.com,3,2025-12-01,82991,True
363,Rhonda,Mckenzie,131-94-3855,alexanderanderson@example.org,1,2026-01-17,58368,True
364,Phillip,Soto,570-05-2403,williamsjuan@example.net,1,2024-03-04,66025,True
365,Brooke,Ortega,533-52-5400,bwatson@example.net,4,2021-07-15,70352,True
366,Jennifer,Lopez,201-38-0682,juanskinner@example.org,3,2022-01-10,53981,True
367,Julia,Mcdowell,789-61-1838,barbara38@example.com,1,2025-12-27,63361,True
368,Michael,Rodriguez,432-61-1725,umcgrath@example.org,1,2024-06-30,60188,True
369,Ann,Stevens,311-50-4593,brownscott@example.org,3,2025-05-19,61465,True
370,Andrew,Fisher,586-56-4070,gilesdevon@example.net,2,2024-01-15,48404,True
371,Michael,Hill,315-13-4643,danasaunders@example.net,3,2025-02-25,60367,True
372,Kristine,Fowler,805-47-6547,michaelmahoney@example.net,2,2026-02-21,67469,True
373,Brandon,Lindsey,828-27-2344,michael90@example.net,4,2023-12-26,81767,True
374,Jason,Horton,702-96-6599,jakecortez@example.net,5,2026-01-21,74389,True
375,Samantha,Mora,120-43-1058,matthew64@example.net,4,2025-07-20,92297,True
376,Nicholas,Johns,616-21-8438,jeremyramirez@example.org,5,2022-06-09,48489,True
377,James,Salazar,822-91-2054,lcurry@example.com,1,2024-07-22,73084,True
378,Steven,Keller,171-45-9983,sierra26@example.org,1,2021-06-15,62750,True
379,Adam,Harris,018-94-7190,peckshannon@example.org,1,2024-12-07,92847,True
380,Heather,Jones,152-17-1717,penarobert@example.com,2,2025-07-16,47875,True
381,Stephanie,Rodriguez,298-89-6962,travis09@example.com,5,2021-06-25,47404,True
382,Seth,Jones,732-70-8430,pateljason@example.org,1,2026-01-17,51009,True
383,Kyle,Wise,244-08-5046,harrelledward@example.com,3,2024-12-23,30000,True
384,Juan,Larson,177-65-6961,martinezlauren@example.net,5,2026-03-17,52113,True
385,Richard,Stevenson,176-26-5498,charlenesmith@example.org,5,2022-08-04,48613,True
386,Michael,Davis,096-32-0958,justin82@example.org,2,2025-12-27,62255,True
387,Jerry,Brown,085-40-7879,dstrickland@example.net,4,2025-09-16,65126,True
388,Antonio,Heath,665-29-3852,stephanierivera@example.net,2,2022-10-01,88142,True
389,Lisa,Bender,192-26-9691,waltersaaron@example.com,1,2023-04-06,74256,True
390,Cheyenne,Morse,311-64-0774,zvaughan@example.com,3,2023-06-01,51346,True
391,Zachary,Alvarez,837-96-4099,cdiaz@example.com,3,2023-01-18,46523,True
392,John,Keller,298-79-4127,patelstephanie@example.net,1,2021-04-07,67378,True
393,Renee,Gonzalez,104-25-8461,ejenkins@example.com,3,2022-03-09,40196,True
394,Kiara,Robinson,522-88-0927,laura42@example.net,2,2021-12-30,87471,True
395,Amanda,West,419-17-0307,rachaelbrown@example.net,2,2021-05-03,77691,True
396,Kimberly,Rosales,347-11-3410,nancy03@example.com,1,2022-09-30,52962,True
397,Charles,Smith,775-38-5250,kendra60@example.com,3,2025-12-30,34302,True
398,Christopher,Kemp,166-31-2310,kellystone@example.org,5,2021-10-15,80308,True
399,Mary,Lee,505-06-2388,karen15@example.com,4,2022-04-19,58281,True
400,Chris,Smith,775-14-8566,todd67@example.net,5,2024-12-12,78567,True
401,Brianna,Brennan,120-79-7825,jason57@example.com,,2025-02-17,36083,True
402,Nathaniel,Lynn,194-94-8779,julierobinson@example.net,2,2022-05-01,51009,True
403,Hailey,Padilla,016-46-6200,bcooper@example.org,2,2024-12-16,60078,True
404,Dustin,Robinson,672-56-1914,lawrence20@example.org,2,2023-07-30,60704,True
405,Patrick,Allen,319-77-3851,kendrafisher@example.com,4,2023-02-04,53249,True
406,Pamela,Riddle,143-36-0969,riverasharon@example.org,1,2023-03-02,69342,True
407,Stephen,Gaines,608-34-9757,patrickmorrison@example.org,2,2022-03-21,43985,True
408,Ashley,Price,624-90-6816,briankeller@example.org,3,2025-08-13,57864,True
409,Timothy,Lewis,024-64-7093,edwin96@example.org,4,2023-11-12,61804,True
410,Matthew,Hernandez,839-19-7647,ttorres@example.net,2,2026-01-05,67716,True
411,Kyle,Hickman,127-83-9542,angela38@example.net,3,2021-06-08,70674,True
412,Kelly,Baker,811-83-7987,bethanyevans@example.net,2,2023-07-15,43130,True
413,Joshua,Garrison,625-19-8122,richardjames@example.org,1,2024-10-11,36988,True
414,Lauren,Lopez,397-93-5943,duncanglenn@example.net,4,2022-07-19,79165,True
415,Charlene,Griffith,467-76-8356,mariohansen@example.org,1,2023-05-29,64984,True
416,Kayla,Finley,419-86-0824,vbarry@example.net,4,2024-03-10,48772,True
417,Heather,Parsons,625-39-3605,brownadam@example.com,2,2025-01-16,83267,True
418,Joanna,Williams,167-46-2746,gmartin@example.com,2,2023-01-07,61735,True
419,Catherine,Li,454-08-5080,zlee@example.net,4,2024-12-26,77689,True
420,Desiree,Anderson,762-26-6387,rogersjuan@example.net,3,2021-12-17,61012,True
421,Kimberly,Townsend,675-60-1361,hilljanice@example.com,3,2025-12-25,90911,True
422,Gary,Williams,598-87-9235,michael99@example.com,2,2022-05-07,86330,True
423,Amanda,Dickerson,151-89-1153,raymond68@example.net,2,2025-11-25,56265,True
424,Mark,Lyons,517-84-6028,daniel69@example.org,1,2023-06-27,74573,True
425,Jon,Hall,702-26-4194,lopezdavid@example.com,2,2023-12-27,69680,True
426,Brandon,Gomez,451-62-6599,plang@example.com,4,2022-12-23,80529,True
427,Paul,Gomez,363-57-7462,victor41@example.net,3,2024-11-20,45526,True
428,Ronald,Hampton,078-43-7182,carlwilliams@example.org,3,2025-12-18,70290,True
429,Kevin,Pierce,619-14-0745,caitlincarson@example.com,1,2021-08-17,75876,True
430,Maria,Gonzalez,623-30-0557,kempjennifer@example.com,3,2021-06-03,33618,True
431,Hannah,Hill,742-61-2363,johnedwards@example.com,3,2022-11-25,42251,True
432,Rebecca,Bentley,155-76-1357,phillipsscott@example.net,5,2025-02-15,30000,True
433,Teresa,Olson,512-15-9855,edaniel@example.com,4,2024-07-11,55958,True
434,Alexis,Jimenez,846-13-9992,noahlee@example.com,5,2024-03-26,70763,True
435,Nicholas,Mayer,191-48-9992,sheila85@example.net,3,2024-06-05,82535,True
436,Carolyn,Rivera,272-35-7616,robertsbenjamin@example.org,1,2025-09-15,61111,True
437,Justin,Hart,206-15-3350,amandavazquez@example.net,1,2022-10-31,84429,True
438,Dawn,Gutierrez,311-35-2681,bgay@example.org,3,2024-09-03,39298,True
439,Suzanne,Flores,665-55-7785,parkershelby@example.org,2,2024-01-07,34449,True
440,David,Johnson,885-72-6371,perkinsjoseph@example.net,5,2022-02-17,59166,True
441,Christie,Le,835-18-0461,joshuameyer@example.net,3,2021-12-11,65760,True
442,Lisa,Hawkins,221-30-2941,daniel92@example.net,1,2021-10-08,59509,True
443,David,Klein,113-52-2716,graythomas@example.org,1,2021-07-11,30000,True
444,Michelle,Flores,030-25-6197,logan46@example.com,5,2024-07-02,58663,True
445,Charles,Rogers,133-43-8400,thomasjoshua@example.org,4,2021-11-08,40432,True
446,James,Buck,222-50-4860,costadeborah@example.com,3,2024-01-17,70045,True
447,Angela,Davis,048-24-4967,jacob71@example.com,3,2026-03-02,65498,True
448,Richard,Fisher,440-28-4669,terrencehernandez@example.com,4,2022-05-06,45901,True
449,Gregory,Wise,382-86-1486,relliott@example.com,5,2022-01-17,52291,True
450,Curtis,Patterson,314-89-9378,richardmurphy@example.com,5,2024-01-10,44111,True
451,James,Anderson,190-79-1795,anthonyadams@example.org,1,2024-04-03,59059,True
452,Jeremy,Barton,424-91-6502,rmoreno@example.net,4,2025-03-25,74327,True
453,Taylor,Horn,005-02-2174,ydunn@example.org,5,2023-01-11,45214,True
454,Brett,Rivera,820-08-4901,mariashelton@example.org,2,2024-02-25,67560,True
455,Eric,Palmer,192-34-6840,briancain@example.com,3,2023-03-20,52046,True
456,Thomas,Thompson,716-36-7990,jennifer80@example.org,1,2026-01-02,48106,True
457,Karen,Shepherd,153-13-3111,qward@example.org,4,2022-03-13,58394,True
458,Aaron,Cannon,567-69-7810,markjones@example.com,1,2023-12-28,44471,True
459,Richard,Olson,298-36-4748,david56@example.org,5,2025-08-26,51695,True
460,Justin,Hamilton,195-51-5406,ymiller@example.com,5,2025-11-29,42031,True
461,Julie,Smith,405-11-7981,mooredavid@example.net,2,2022-03-26,89470,True
462,Erica,Vaughn,578-05-9325,ronald66@example.net,3,2021-05-18,60528,True
463,Brandon,Boyd,206-86-6138,williamssusan@example.com,4,2021-11-13,49504,True
464,Roy,Vance,806-25-4139,jordanaaron@example.org,1,2024-04-15,63209,True
465,Jennifer,Henderson,196-93-5582,uluna@example.net,3,2022-11-14,58315,True
466,Samantha,Cruz,497-45-2053,zpatterson@example.org,5,2025-01-31,56685,True
467,Lance,Murphy,841-79-6927,matthew39@example.net,3,2022-10-06,69212,True
468,Joshua,Barnes,551-74-9148,beasleypatrick@example.com,1,2021-07-16,71362,True
469,Heidi,Brown,501-70-8812,foxmark@example.com,3,2022-09-05,52042,True
470,Susan,Carter,697-65-1201,jphillips@example.org,5,2022-10-15,51362,True
471,Patricia,Flores,058-26-1549,seanmonroe@example.com,3,2023-09-18,55874,True
472,Nicole,Moore,828-57-7702,nelsonjoshua@example.net,4,2022-07-18,30000,True
473,Ann,Price,632-57-2274,castillodaniel@example.com,3,2022-03-28,37272,True
474,Paul,Walker,641-03-1663,david99@example.net,4,2022-04-22,80503,True
475,Thomas,Cochran,395-25-6498,yallen@example.org,3,2023-02-03,84674,True
476,Roger,Underwood,894-41-4289,csmith@example.com,5,2022-01-17,56264,True
477,Christopher,Rodgers,805-31-4179,qramos@example.net,2,2026-02-24,68648,True
478,April,Thomas,380-53-1856,abigail40@example.net,2,2022-05-30,64668,True
479,Matthew,Williams,875-04-4109,yolanda93@example.net,4,2021-05-22,106183,True
480,Alexis,Green,585-52-8440,sarahcontreras@example.net,4,2021-04-23,76793,True
481,Christopher,Parker,808-60-5158,elizabeth01@example.net,2,2023-01-17,58081,True
482,David,Fields,051-62-2388,epittman@example.org,5,2021-06-04,45666,True
483,Christopher,Leonard,799-58-4544,garciajoshua@example.net,5,2021-11-11,35903,True
484,Jessica,Woods,641-47-8383,ejackson@example.com,3,2025-04-01,63051,True
485,Teresa,Vaughn,346-59-5936,briana57@example.org,4,2023-04-19,48654,True
486,Leslie,Miller,175-99-5358,meyerlaura@example.net,5,2024-01-10,38666,True
487,Rickey,Wilson,348-71-3936,xbass@example.org,1,2022-07-06,50301,True
488,Leonard,Miller,896-44-6824,williamswilliam@example.net,3,2022-03-13,43776,True
489,Christina,Smith,739-32-1718,millerkelsey@example.org,3,2025-05-02,85307,True
490,Gregory,Hall,246-20-7981,mary94@example.com,2,2024-06-02,73224,True
491,Michelle,Porter,598-56-0616,johnowens@example.net,4,2022-12-08,59880,True
492,Douglas,Bryant,698-76-7383,elizabeth13@example.net,5,2025-02-06,82199,True
493,Carmen,Henry,609-71-8518,jeremy52@example.org,5,2023-04-14,61160,True
494,Tyler,Miller,344-34-5017,hartshawn@example.net,3,2023-08-08,47080,True
495,Heather,Rodriguez,409-44-8995,jenniferrussell@example.net,4,2024-06-03,82846,True
496,Nancy,Mccarty,030-79-0754,caitlin55@example.com,4,2022-05-09,68083,True
497,Jennifer,Davis,133-19-0028,elizabethmiller@example.org,4,2022-07-21,44441,True
498,Kelly,Hansen,194-51-8915,thudson@example.net,2,2022-12-02,57144,True
499,Jeff,Hampton,187-34-3519,uwebster@example.com,5,2023-06-30,46865,True
500,Marvin,Frederick,789-73-9813,alexander26@example.com,4,2023-02-24,39258,True
501,Ghost,Employee,862-86-7867,ibeck@example.org,3,2026-02-05,58265,True
